"Content Heading","Content Heading"
"Page Layout","Page Layout"
Layout,Layout
"Layout Update XML","Layout Update XML"
"Custom Design From","Custom Design From"
"Custom Design To","Custom Design To"
"Custom Theme","Custom Theme"
"Custom Layout","Custom Layout"
"Custom Layout Update XML","Custom Layout Update XML"
Design,Design
"Page Information","Page Information"
"Page Title","Page Title"
"URL Key","URL Key"
"Relative to Web Site Base URL","Relative to Web Site Base URL"
"Page Status","Page Status"
"Meta Data","Meta Data"
Keywords,Keywords
"Meta Keywords","Meta Keywords"
"Meta Description","Meta Description"
Created,Created
Modified,Modified
Preview,Preview
"Media Storage","Media Storage"
"Create Folder...","Create Folder..."
"Delete Folder","Delete Folder"
"Delete File","Delete File"
"Insert File","Insert File"
"New Folder Name:","New Folder Name:"
"Are you sure you want to delete this folder?","Are you sure you want to delete this folder?"
"Are you sure you want to delete this file?","Are you sure you want to delete this file?"
"Images (%1)","Images (%1)"
"Storage Root","Storage Root"
CMS,CMS
"You deleted the block.","You deleted the block."
"We can't find a block to delete.","We can't find a block to delete."
"This block no longer exists.","This block no longer exists."
"Edit Block","Edit Block"
Blocks,Blocks
"You saved the block.","You saved the block."
"The page has been deleted.","The page has been deleted."
"We can't find a page to delete.","We can't find a page to delete."
"This page no longer exists.","This page no longer exists."
"Edit Page","Edit Page"
Pages,Pages
"Something went wrong while saving the page.","Something went wrong while saving the page."
"A total of %1 record(s) have been disabled.","A total of %1 record(s) have been disabled."
"A total of %1 record(s) have been enabled.","A total of %1 record(s) have been enabled."
"To apply changes you should fill in hidden required ""%1"" field","To apply changes you should fill in hidden required ""%1"" field"
"You saved this page.","You saved this page."
"The directory %1 is not writable by server.","The directory %1 is not writable by server."
"Make sure that static block content does not reference the block itself.","Make sure that static block content does not reference the block itself."
"CMS Block with id ""%1"" does not exist.","CMS Block with id ""%1"" does not exist."
"Enabled by Default","Enabled by Default"
"Disabled by Default","Disabled by Default"
"Disabled Completely","Disabled Completely"
"CMS Page with id ""%1"" does not exist.","CMS Page with id ""%1"" does not exist."
"A block identifier with the same properties already exists in the selected store.","A block identifier with the same properties already exists in the selected store."
"The page URL key contains capital letters or disallowed symbols.","The page URL key contains capital letters or disallowed symbols."
"The page URL key cannot be made of only numbers.","The page URL key cannot be made of only numbers."
"Please rename the folder using only letters, numbers, underscores and dashes.","Please rename the folder using only letters, numbers, underscores and dashes."
"We found a directory with the same name. Please try another folder name.","We found a directory with the same name. Please try another folder name."
"We cannot create a new directory.","We cannot create a new directory."
"We cannot delete directory %1.","We cannot delete directory %1."
"We can't upload the file right now.","We can't upload the file right now."
"We can't delete root directory %1 right now.","We can't delete root directory %1 right now."
"Directory %1 is not under storage root path.","Directory %1 is not under storage root path."
LocalizedException,LocalizedException
RuntimeException,RuntimeException
"Could not create directory.","Could not create directory."
"Delete ${ $.$data.title }","Delete ${ $.$data.title }"
"Are you sure you wan't to delete a ${ $.$data.title } record?","Are you sure you wan't to delete a ${ $.$data.title } record?"
Details,Details
"Delete ""${ $.$data.title }""","Delete ""${ $.$data.title }"""
"Are you sure you wan't to delete a ""${ $.$data.title }"" record?","Are you sure you wan't to delete a ""${ $.$data.title }"" record?"
"No files found","No files found"
"Default Config","Default Config"
"Save Config","Save Config"
"Use Website","Use Website"
Add,Add
"Search String","Search String"
"Design Theme","Design Theme"
"Add \Exception","Add \Exception"
Configuration,Configuration
"You saved the configuration.","You saved the configuration."
"Something went wrong while saving this configuration:","Something went wrong while saving this configuration:"
"Please specify the admin custom URL.","Please specify the admin custom URL."
"Invalid %1. %2","Invalid %1. %2"
"Value must be a URL or one of placeholders: %1","Value must be a URL or one of placeholders: %1"
"Specify a URL or path that starts with placeholder(s): %1, and ends with ""/"".","Specify a URL or path that starts with placeholder(s): %1, and ends with ""/""."
"%1 An empty value is allowed as well.","%1 An empty value is allowed as well."
"Specify a fully qualified URL.","Specify a fully qualified URL."
"Selected allowed currency ""%1"" is not available in installed currencies.","Selected allowed currency ""%1"" is not available in installed currencies."
"Default display currency ""%1"" is not available in allowed currencies.","Default display currency ""%1"" is not available in allowed currencies."
"Sorry, we haven't installed the base currency you selected.","Sorry, we haven't installed the base currency you selected."
"Sorry, we haven't installed the default display currency you selected.","Sorry, we haven't installed the default display currency you selected."
"Sorry, the default display currency you selected is not available in allowed currencies.","Sorry, the default display currency you selected is not available in allowed currencies."
"Please correct the email address: ""%1"".","Please correct the email address: ""%1""."
"The sender name ""%1"" is not valid. Please use only visible characters and spaces.","The sender name ""%1"" is not valid. Please use only visible characters and spaces."
"Maximum sender name length is 255. Please correct your settings.","Maximum sender name length is 255. Please correct your settings."
"The file you're uploading exceeds the server size limit of %1 kilobytes.","The file you're uploading exceeds the server size limit of %1 kilobytes."
"The base directory to upload file is not specified.","The base directory to upload file is not specified."
"The specified image adapter cannot be used because of: %1","The specified image adapter cannot be used because of: %1"
"Default scope","Default scope"
"Base currency","Base currency"
"Display default currency","Display default currency"
"website(%1) scope","website(%1) scope"
"store(%1) scope","store(%1) scope"
"Currency ""%1"" is used as %2 in %3.","Currency ""%1"" is used as %2 in %3."
"Please correct the timezone.","Please correct the timezone."
"The file ""%1"" does not exist","The file ""%1"" does not exist"
"Always (during development)","Always (during development)"
"Only Once (version upgrade)","Only Once (version upgrade)"
"Never (production)","Never (production)"
Bcc,Bcc
"Separate Email","Separate Email"
"%1 (Default)","%1 (Default)"
title,title
Optional,Optional
"HTTP (unsecure)","HTTP (unsecure)"
"HTTPS (SSL)","HTTPS (SSL)"
"Yes (302 Found)","Yes (302 Found)"
"Yes (301 Moved Permanently)","Yes (301 Moved Permanently)"
Specified,Specified
"Config form fieldset clone model required to be able to clone fields","Config form fieldset clone model required to be able to clone fields"
some_label,some_label
some_comment,some_comment
"some prefix","some prefix"
"element label","element label"
"element hint","element hint"
"element comment","element comment"
"element tooltip","element tooltip"
test2,test2
"Add after","Add after"
"Current Configuration Scope:","Current Configuration Scope:"
"Add configurable attributes to the current Attribute Set (""%1"")","Add configurable attributes to the current Attribute Set (""%1"")"
"Add configurable attributes to the new Attribute Set based on current","Add configurable attributes to the new Attribute Set based on current"
"New attribute set name","New attribute set name"
"Add configurable attributes to the existing Attribute Set","Add configurable attributes to the existing Attribute Set"
"Choose existing Attribute Set","Choose existing Attribute Set"
Configurations,Configurations
"Attribute Values","Attribute Values"
"Bulk Images &amp; Price","Bulk Images &amp; Price"
"Create New Attribute","Create New Attribute"
"Select Attributes","Select Attributes"
"Choose an Option...","Choose an Option..."
"This attribute is used in configurable products.","This attribute is used in configurable products."
"Product has been already attached","Product has been already attached"
"Product with specified sku: %1 is not a configurable product","Product with specified sku: %1 is not a configurable product"
"Requested option doesn't exist: %1","Requested option doesn't exist: %1"
"Cannot delete variations from product: %1","Cannot delete variations from product: %1"
"Cannot delete option with id: %1","Cannot delete option with id: %1"
"Option with id ""%1"" not found","Option with id ""%1"" not found"
"Could not update option with id ""%1""","Could not update option with id ""%1"""
"Product already has this option","Product already has this option"
"Something went wrong while saving option.","Something went wrong while saving option."
"Only implemented for configurable product: %1","Only implemented for configurable product: %1"
"Option attribute ID is not specified.","Option attribute ID is not specified."
"Option label is not specified.","Option label is not specified."
"Option values are not specified.","Option values are not specified."
"Value index is not specified for an option.","Value index is not specified for an option."
"The configurable product does not have any variation attribute.","The configurable product does not have any variation attribute."
"Product with id ""%1"" does not exist.","Product with id ""%1"" does not exist."
"Product with id ""%1"" does not contain required attribute ""%2"".","Product with id ""%1"" does not contain required attribute ""%2""."
"Products ""%1"" and %2 have the same set of attribute values.","Products ""%1"" and %2 have the same set of attribute values."
"You can't add the item to shopping cart.","You can't add the item to shopping cart."
"You need to choose options for your item.","You need to choose options for your item."
"Some product variations fields are not valid.","Some product variations fields are not valid."
"Configuration must have specified attributes","Configuration must have specified attributes"
"Configurable product ""%1"" do not have sub-products","Configurable product ""%1"" do not have sub-products"
"This group contains attributes used in configurable products. Please move these attributes to another group and try again.","This group contains attributes used in configurable products. Please move these attributes to another group and try again."
"This attribute is used in configurable products. You cannot remove it from the attribute set.","This attribute is used in configurable products. You cannot remove it from the attribute set."
"Associated Products","Associated Products"
"Step 2: Attribute Values","Step 2: Attribute Values"
"Select values from each attribute to include in this product. Each unique combination of values creates a unigue product SKU.","Select values from each attribute to include in this product. Each unique combination of values creates a unigue product SKU."
"Sort Variations","Sort Variations"
Options,Options
"Deselect All","Deselect All"
"Remove Attribute","Remove Attribute"
"Save Option","Save Option"
"Remove Option","Remove Option"
"Create New Value","Create New Value"
"Step 3: Bulk Images, Price, and Quantity","Step 3: Bulk Images, Price, and Quantity"
"Based on your selections <span class=""new-products-count"" data-bind=""text:countVariations""></span>
        new products will be created. Use this step to customize images and price for your new products.","Based on your selections <span class=""new-products-count"" data-bind=""text:countVariations""></span>
        new products will be created. Use this step to customize images and price for your new products."
"Apply single set of images to all SKUs","Apply single set of images to all SKUs"
"Apply unique images by attribute to each SKU","Apply unique images by attribute to each SKU"
"Skip image uploading at this time","Skip image uploading at this time"
"Browse to find or drag image here","Browse to find or drag image here"
"Remove image","Remove image"
"Edit role","Edit role"
"Select attribute","Select attribute"
"Apply single price to all SKUs","Apply single price to all SKUs"
"Apply unique prices by attribute to each SKU","Apply unique prices by attribute to each SKU"
"Skip price at this time","Skip price at this time"
"Apply single quantity to each SKUs","Apply single quantity to each SKUs"
"Apply unique quantity by attribute to each SKU","Apply unique quantity by attribute to each SKU"
"Skip quantity at this time","Skip quantity at this time"
"Step 1: Select Attributes","Step 1: Select Attributes"
"Selected Attributes:","Selected Attributes:"
"Step 4: Summary","Step 4: Summary"
"Configurable products allow customers to choose options (Ex: shirt color).
            You need to create a simple product for each configuration (Ex: a product for each color).","Configurable products allow customers to choose options (Ex: shirt color).
            You need to create a simple product for each configuration (Ex: a product for each color)."
"Edit Configurations","Edit Configurations"
"Create Configurations","Create Configurations"
"Add Products Manually","Add Products Manually"
"Current Variations","Current Variations"
Image,Image
Weight,Weight
"Upload Image","Upload Image"
"Upload image","Upload image"
"No Image","No Image"
"Choose a different Product","Choose a different Product"
"Create Product Configurations","Create Product Configurations"
"Choose Affected Attribute Set","Choose Affected Attribute Set"
Confirm,Confirm
"Thanks for contacting us with your comments and questions. We'll respond to you very soon.","Thanks for contacting us with your comments and questions. We'll respond to you very soon."
"We can't process your request right now. Sorry, that's all we know.","We can't process your request right now. Sorry, that's all we know."
"Write Us","Write Us"
"Jot us a note and we’ll get back to you as quickly as possible.","Jot us a note and we’ll get back to you as quickly as possible."
"Phone Number","Phone Number"
"What’s on your mind?","What’s on your mind?"
"Invalid domain name: %1","Invalid domain name: %1"
"Invalid cookie lifetime: %1","Invalid cookie lifetime: %1"
"Invalid cookie path","Invalid cookie path"
"We use cookies to make your experience better.","We use cookies to make your experience better."
"To comply with the new e-Privacy directive, we need to ask for your consent to set the cookies.","To comply with the new e-Privacy directive, we need to ask for your consent to set the cookies."
"<a href=""%1"">Learn more</a>.","<a href=""%1"">Learn more</a>."
"Allow Cookies","Allow Cookies"
"We can't save the cron expression.","We can't save the cron expression."
Daily,Daily
Weekly,Weekly
Monthly,Monthly
"Invalid cron expression: %1","Invalid cron expression: %1"
"Invalid cron expression, expecting 'match/modulus': %1","Invalid cron expression, expecting 'match/modulus': %1"
"Invalid cron expression, expecting numeric modulus: %1","Invalid cron expression, expecting numeric modulus: %1"
"Invalid cron expression, expecting 'from-to' structure: %1","Invalid cron expression, expecting 'from-to' structure: %1"
"Save Currency Rates","Save Currency Rates"
"Manage Currency Rates","Manage Currency Rates"
"Import Service","Import Service"
"Save Currency Symbols","Save Currency Symbols"
"Currency Symbols","Currency Symbols"
"Use Standard","Use Standard"
"Please specify a correct Import Service.","Please specify a correct Import Service."
"We can't initialize the import model.","We can't initialize the import model."
"Click ""Save"" to apply the rates we found.","Click ""Save"" to apply the rates we found."
"Currency Rates","Currency Rates"
"You applied the custom currency symbols.","You applied the custom currency symbols."
"Old rate:","Old rate:"
"Please specify a website.","Please specify a website."
"Please specify an email.","Please specify an email."
"We found an invalid value in a website column.","We found an invalid value in a website column."
"Please enter a valid email.","Please enter a valid email."
"Please make sure attribute ""%s"" is not empty.","Please make sure attribute ""%s"" is not empty."
"We can't find a customer who matches this email and website code.","We can't find a customer who matches this email and website code."
"Customer address id column is not specified","Customer address id column is not specified"
"We can't find that customer address.","We can't find that customer address."
"Please enter a valid region.","Please enter a valid region."
"We found another row with this email, website and address ID combination.","We found another row with this email, website and address ID combination."
"This email is found more than once in the import file.","This email is found more than once in the import file."
"Orphan rows that will be skipped due default row errors","Orphan rows that will be skipped due default row errors"
"Invalid value in Store column (store does not exists?)","Invalid value in Store column (store does not exists?)"
"We can't find that email and website combination.","We can't find that email and website combination."
"Please enter a password with a valid length.","Please enter a password with a valid length."
"Sign In","Sign In"
"You subscribe to our newsletter.","You subscribe to our newsletter."
"You don't subscribe to our newsletter.","You don't subscribe to our newsletter."
"You have not set a default shipping address.","You have not set a default shipping address."
"You have not set a default billing address.","You have not set a default billing address."
"Address Book","Address Book"
"Edit Address","Edit Address"
"Add New Address","Add New Address"
region,region
"Create Order","Create Order"
"Save Customer","Save Customer"
"Delete Customer","Delete Customer"
"Reset Password","Reset Password"
"Are you sure you want to revoke the customer\'s tokens?","Are you sure you want to revoke the customer\'s tokens?"
"Force Sign-In","Force Sign-In"
"New Customer","New Customer"
"Please select","Please select"
Configure,Configure
"Shopping Cart from %1","Shopping Cart from %1"
Newsletter,Newsletter
"Newsletter Information","Newsletter Information"
"Subscribed to Newsletter","Subscribed to Newsletter"
"Last Date Subscribed","Last Date Subscribed"
"Last Date Unsubscribed","Last Date Unsubscribed"
"No Newsletter Found","No Newsletter Found"
"Start date","Start date"
"End Date","End Date"
"Receive Date","Receive Date"
Subject,Subject
Sent,Sent
"Not Sent","Not Sent"
Sending,Sending
Paused,Paused
View,View
Unknown,Unknown
Purchased,Purchased
"Bill-to Name","Bill-to Name"
"Ship-to Name","Ship-to Name"
"Order Total","Order Total"
"Purchase Point","Purchase Point"
"There are no items in customer's shopping cart.","There are no items in customer's shopping cart."
Confirmed,Confirmed
"Confirmation Required","Confirmation Required"
"Confirmation Not Required","Confirmation Not Required"
Indeterminate,Indeterminate
Offline,Offline
Online,Online
Never,Never
"Deleted Stores","Deleted Stores"
"Add Locale","Add Locale"
"Add Date","Add Date"
"Days in Wish List","Days in Wish List"
Download,Download
"View Full Size","View Full Size"
"All countries","All countries"
"Add New Customer Group","Add New Customer Group"
"Save Customer Group","Save Customer Group"
"Delete Customer Group","Delete Customer Group"
"New Customer Group","New Customer Group"
"Edit Customer Group ""%1""","Edit Customer Group ""%1"""
"Group Information","Group Information"
"Group Name","Group Name"
"Maximum length must be less then %1 symbols","Maximum length must be less then %1 symbols"
"Tax Class","Tax Class"
"The customer is now assigned to Customer Group %s.","The customer is now assigned to Customer Group %s."
"Would you like to change the Customer Group for this order?","Would you like to change the Customer Group for this order?"
"The VAT ID is valid.","The VAT ID is valid."
"The VAT ID entered (%s) is not a valid VAT ID.","The VAT ID entered (%s) is not a valid VAT ID."
"The VAT ID is valid. The current Customer Group will be used.","The VAT ID is valid. The current Customer Group will be used."
"The VAT ID is valid but no Customer Group is assigned for it.","The VAT ID is valid but no Customer Group is assigned for it."
"Based on the VAT ID, the customer belongs to the Customer Group %s.","Based on the VAT ID, the customer belongs to the Customer Group %s."
"Something went wrong while validating the VAT ID.","Something went wrong while validating the VAT ID."
"The customer would belong to Customer Group %s.","The customer would belong to Customer Group %s."
"There was an error detecting Customer Group.","There was an error detecting Customer Group."
"Validate VAT Number","Validate VAT Number"
"Customer Login","Customer Login"
"Create New Customer Account","Create New Customer Account"
"Date of Birth","Date of Birth"
"Bad request.","Bad request."
"This confirmation key is invalid or has expired.","This confirmation key is invalid or has expired."
"There was an error confirming the account","There was an error confirming the account"
"If you are a registered VAT customer, please click <a href=""%1"">here</a> to enter your shipping address for proper VAT calculation.","If you are a registered VAT customer, please click <a href=""%1"">here</a> to enter your shipping address for proper VAT calculation."
"If you are a registered VAT customer, please click <a href=""%1"">here</a> to enter your billing address for proper VAT calculation.","If you are a registered VAT customer, please click <a href=""%1"">here</a> to enter your billing address for proper VAT calculation."
"Thank you for registering with %1.","Thank you for registering with %1."
"Please check your email for confirmation key.","Please check your email for confirmation key."
"This email does not require confirmation.","This email does not require confirmation."
"Wrong email.","Wrong email."
"Your password reset link has expired.","Your password reset link has expired."
"There is already an account with this email address. If you are sure that it is your email address, <a href=""%1"">click here</a> to get your password and access your account.","There is already an account with this email address. If you are sure that it is your email address, <a href=""%1"">click here</a> to get your password and access your account."
"We can't save the customer.","We can't save the customer."
"Please make sure your passwords match.","Please make sure your passwords match."
"If you are a registered VAT customer, please <a href=""%1"">click here</a> to enter your shipping address for proper VAT calculation.","If you are a registered VAT customer, please <a href=""%1"">click here</a> to enter your shipping address for proper VAT calculation."
"If you are a registered VAT customer, please <a href=""%1"">click here</a> to enter your billing address for proper VAT calculation.","If you are a registered VAT customer, please <a href=""%1"">click here</a> to enter your billing address for proper VAT calculation."
"Invalid input","Invalid input"
"You saved the account information.","You saved the account information."
"Please enter new password.","Please enter new password."
"Confirm your new password.","Confirm your new password."
"Something went wrong while changing the password.","Something went wrong while changing the password."
"Please correct the email address.","Please correct the email address."
"We're unable to send the password reset email.","We're unable to send the password reset email."
"Please enter your email.","Please enter your email."
"This account is not confirmed. <a href=""%1"">Click here</a> to resend confirmation email.","This account is not confirmed. <a href=""%1"">Click here</a> to resend confirmation email."
"Invalid login or password.","Invalid login or password."
"A login and a password are required.","A login and a password are required."
"New Password and Confirm New Password values didn\'t match.","New Password and Confirm New Password values didn\'t match."
"Please enter a new password.","Please enter a new password."
"You updated your password.","You updated your password."
"Something went wrong while saving the new password.","Something went wrong while saving the new password."
"You deleted the address.","You deleted the address."
"We can't delete the address right now.","We can't delete the address right now."
"You saved the address.","You saved the address."
"We can't save the address.","We can't save the address."
"No customer ID defined.","No customer ID defined."
"Please correct the quote items and try again.","Please correct the quote items and try again."
"You have revoked the customer's tokens.","You have revoked the customer's tokens."
"We can't find a customer to revoke.","We can't find a customer to revoke."
"You deleted the customer group.","You deleted the customer group."
"The customer group no longer exists.","The customer group no longer exists."
"New Group","New Group"
"New Customer Groups","New Customer Groups"
"Edit Group","Edit Group"
"Edit Customer Groups","Edit Customer Groups"
"You saved the customer group.","You saved the customer group."
"Please select customer(s).","Please select customer(s)."
"Customer could not be deleted.","Customer could not be deleted."
"You deleted the customer.","You deleted the customer."
"Something went wrong while editing the customer.","Something went wrong while editing the customer."
"Manage Customers","Manage Customers"
"A total of %1 record(s) were deleted.","A total of %1 record(s) were deleted."
"The customer will receive an email with a link to reset password.","The customer will receive an email with a link to reset password."
"Something went wrong while resetting customer password.","Something went wrong while resetting customer password."
"You saved the customer.","You saved the customer."
"Something went wrong while saving the customer.","Something went wrong while saving the customer."
"Online Customers","Online Customers"
"Customers Now Online","Customers Now Online"
"Please define Wish List item ID.","Please define Wish List item ID."
"Please load Wish List item.","Please load Wish List item."
"Login successful.","Login successful."
"""%1"" section source is not supported","""%1"" section source is not supported"
"%1 doesn't extend \Magento\Customer\CustomerData\SectionSourceInterface","%1 doesn't extend \Magento\Customer\CustomerData\SectionSourceInterface"
"No confirmation needed.","No confirmation needed."
"Account already active","Account already active"
"Invalid confirmation token","Invalid confirmation token"
"This account is not confirmed.","This account is not confirmed."
"This customer already exists in this store.","This customer already exists in this store."
"A customer with the same email already exists in an associated website.","A customer with the same email already exists in an associated website."
"The password doesn't match this account.","The password doesn't match this account."
"Please enter a password with at least %1 characters.","Please enter a password with at least %1 characters."
"The password can't begin or end with a space.","The password can't begin or end with a space."
"Reset password token mismatch.","Reset password token mismatch."
"Reset password token expired.","Reset password token expired."
"Please correct the transactional account email type.","Please correct the transactional account email type."
"Please enter the first name.","Please enter the first name."
"Please enter the last name.","Please enter the last name."
"Please enter the street.","Please enter the street."
"Please enter the city.","Please enter the city."
"Please enter the phone number.","Please enter the phone number."
"Please enter the zip/postal code.","Please enter the zip/postal code."
"Please enter the country.","Please enter the country."
"Please enter the state/province.","Please enter the state/province."
"""%1"" is a required value.","""%1"" is a required value."
"Per Website","Per Website"
"We can't share customer accounts globally when the accounts share identical email addresses on more than one website.","We can't share customer accounts globally when the accounts share identical email addresses on more than one website."
"Shipping Address","Shipping Address"
"Please enter a first name.","Please enter a first name."
"Please enter a last name.","Please enter a last name."
"Please correct this email address: ""%1"".","Please correct this email address: ""%1""."
"Please enter a date of birth.","Please enter a date of birth."
"Please enter a TAX/VAT number.","Please enter a TAX/VAT number."
"Please enter a gender.","Please enter a gender."
"Please enter a valid password reset token.","Please enter a valid password reset token."
"The password can not begin or end with a space.","The password can not begin or end with a space."
Admin,Admin
"Attribute object is undefined","Attribute object is undefined"
"""%1"" invalid type entered.","""%1"" invalid type entered."
"""%1"" contains non-alphabetic or non-numeric characters.","""%1"" contains non-alphabetic or non-numeric characters."
"""%1"" is an empty string.","""%1"" is an empty string."
"""%1"" contains non-numeric characters.","""%1"" contains non-numeric characters."
"""%1"" contains non-alphabetic characters.","""%1"" contains non-alphabetic characters."
"""%1"" is not a valid email address.","""%1"" is not a valid email address."
"""%1"" is not a valid hostname.","""%1"" is not a valid hostname."
"""%1"" uses too many characters.","""%1"" uses too many characters."
"'%value%' looks like an IP address, which is not an acceptable format.","'%value%' looks like an IP address, which is not an acceptable format."
"'%value%' looks like a DNS hostname but we cannot match the TLD against known list.","'%value%' looks like a DNS hostname but we cannot match the TLD against known list."
"'%value%' looks like a DNS hostname but contains a dash in an invalid position.","'%value%' looks like a DNS hostname but contains a dash in an invalid position."
"'%value%' looks like a DNS hostname but we cannot match it against the hostname schema for TLD '%tld%'.","'%value%' looks like a DNS hostname but we cannot match it against the hostname schema for TLD '%tld%'."
"'%value%' looks like a DNS hostname but cannot extract TLD part.","'%value%' looks like a DNS hostname but cannot extract TLD part."
"'%value%' does not look like a valid local network name.","'%value%' does not look like a valid local network name."
"'%value%' looks like a local network name, which is not an acceptable format.","'%value%' looks like a local network name, which is not an acceptable format."
"'%value%' appears to be a DNS hostname, but the given punycode notation cannot be decoded.","'%value%' appears to be a DNS hostname, but the given punycode notation cannot be decoded."
"""%1"" is not a valid URL.","""%1"" is not a valid URL."
"""%1"" is not a valid date.","""%1"" is not a valid date."
"""%1"" does not fit the entered date format.","""%1"" does not fit the entered date format."
"Please enter a valid date between %1 and %2 at %3.","Please enter a valid date between %1 and %2 at %3."
"Please enter a valid date equal to or greater than %1 at %2.","Please enter a valid date equal to or greater than %1 at %2."
"Please enter a valid date less than or equal to %1 at %2.","Please enter a valid date less than or equal to %1 at %2."
"""%1"" is not a valid file extension.","""%1"" is not a valid file extension."
"""%1"" is not a valid file.","""%1"" is not a valid file."
"""%1"" exceeds the allowed file size.","""%1"" exceeds the allowed file size."
"""%1"" is not a valid image format.","""%1"" is not a valid image format."
"""%1"" width exceeds allowed value of %2 px.","""%1"" width exceeds allowed value of %2 px."
"""%1"" height exceeds allowed value of %2 px.","""%1"" height exceeds allowed value of %2 px."
"""%1"" length must be equal or greater than %2 characters.","""%1"" length must be equal or greater than %2 characters."
"""%1"" length must be equal or less than %2 characters.","""%1"" length must be equal or less than %2 characters."
"Please enter a customer email.","Please enter a customer email."
"A customer website ID must be specified when using the website scope.","A customer website ID must be specified when using the website scope."
"You can't delete group ""%1"".","You can't delete group ""%1""."
"Customer Group already exists.","Customer Group already exists."
"Cannot delete group.","Cannot delete group."
"Error during VAT Number verification.","Error during VAT Number verification."
"PHP SOAP extension is required.","PHP SOAP extension is required."
"VAT Number is valid.","VAT Number is valid."
"Please enter a valid VAT number.","Please enter a valid VAT number."
"Your VAT ID was successfully validated.","Your VAT ID was successfully validated."
"You will be charged tax.","You will be charged tax."
"You will not be charged tax.","You will not be charged tax."
"The VAT ID entered (%1) is not a valid VAT ID.","The VAT ID entered (%1) is not a valid VAT ID."
"Your Tax ID cannot be validated.","Your Tax ID cannot be validated."
"If you believe this is an error, please contact us at %1","If you believe this is an error, please contact us at %1"
Male,Male
Female,Female
"Not Specified","Not Specified"
"Thank you for registering with","Thank you for registering with"
"enter your billing address for proper VAT calculation","enter your billing address for proper VAT calculation"
"enter your shipping address for proper VAT calculation","enter your shipping address for proper VAT calculation"
NoSuchEntityException,NoSuchEntityException
"New Password and Confirm New Password values didn't match.","New Password and Confirm New Password values didn't match."
InputException,InputException
"Exception message","Exception message"
"Validator Exception","Validator Exception"
"Localized Exception","Localized Exception"
Label,Label
Visitor,Visitor
"No item specified.","No item specified."
"Are you sure you want to remove this item?","Are you sure you want to remove this item?"
"Personal Information","Personal Information"
"Last Logged In:","Last Logged In:"
"Last Logged In (%1):","Last Logged In (%1):"
"Confirmed email:","Confirmed email:"
"Account Created:","Account Created:"
"Account Created on (%1):","Account Created on (%1):"
"Account Created in:","Account Created in:"
"Customer Group:","Customer Group:"
"Default Billing Address","Default Billing Address"
"Sales Statistics","Sales Statistics"
"Average Sale","Average Sale"
"Manage Addresses","Manage Addresses"
"Default Shipping Address","Default Shipping Address"
"Contact Information","Contact Information"
"Change Password","Change Password"
Newsletters,Newsletters
"You subscribe to ""General Subscription"".","You subscribe to ""General Subscription""."
"Default Addresses","Default Addresses"
"Change Billing Address","Change Billing Address"
"You have no default billing address in your address book.","You have no default billing address in your address book."
"Change Shipping Address","Change Shipping Address"
"You have no default shipping address in your address book.","You have no default shipping address in your address book."
"Additional Address Entries","Additional Address Entries"
"Delete Address","Delete Address"
"You have no other address entries in your address book.","You have no other address entries in your address book."
Fax,Fax
"Street Address","Street Address"
"Street Address %1","Street Address %1"
"VAT Number","VAT Number"
"Please select a region, state or province.","Please select a region, state or province."
"Use as my default billing address","Use as my default billing address"
"Use as my default shipping address","Use as my default shipping address"
"Save Address","Save Address"
"Go back","Go back"
"Please enter your email below and we will send you the confirmation link.","Please enter your email below and we will send you the confirmation link."
"Send confirmation link","Send confirmation link"
"Back to Sign In","Back to Sign In"
"Current Password","Current Password"
"Confirm New Password","Confirm New Password"
"Please enter your email address below to receive a password reset link.","Please enter your email address below to receive a password reset link."
"Registered Customers","Registered Customers"
"If you have an account, sign in with your email address.","If you have an account, sign in with your email address."
Password,Password
Login,Login
"Forgot Your Password?","Forgot Your Password?"
"Subscription option","Subscription option"
"General Subscription","General Subscription"
"Sign Up for Newsletter","Sign Up for Newsletter"
"Address Information","Address Information"
"Sign-in Information","Sign-in Information"
"Confirm Password","Confirm Password"
"Create an Account","reate an Account"
"Set a New Password","Set a New Password"
"You have signed out and will go to our homepage in 5 seconds.","You have signed out and will go to our homepage in 5 seconds."
"Creating an account has many benefits: check out faster, keep more than one address, track orders and more.","Creating an account has many benefits: check out faster, keep more than one address, track orders and more."
Gender,Gender
"Tax/VAT number","Tax/VAT number"
"Cannot switch into given mode ""%1""","Cannot switch into given mode ""%1"""
"Format for IDE '%1' is not supported","Format for IDE '%1' is not supported"
"Client side less compilation","Client side less compilation"
"Server side less compilation","Server side less compilation"
"Select this to allow DHL to optimize shipping charges by splitting the order if it exceeds %1 %2.","Select this to allow DHL to optimize shipping charges by splitting the order if it exceeds %1 %2."
"Wrong Content Type","Wrong Content Type"
Pounds,Pounds
Kilograms,Kilograms
Inches,Inches
Centimeters,Centimeters
inch,inch
cm,cm
Height,Height
Depth,Depth
Width,Width
Regular,Regular
Specific,Specific
"Easy shop","Easy shop"
Sprintline,Sprintline
Secureline,Secureline
"Express easy","Express easy"
Europack,Europack
"Break bulk express","Break bulk express"
"Medical express","Medical express"
"Express worldwide","Express worldwide"
"Express 9:00","Express 9:00"
"Express 10:30","Express 10:30"
"Domestic economy select","Domestic economy select"
"Economy select","Economy select"
"Break bulk economy","Break bulk economy"
"Domestic express","Domestic express"
Others,Others
