"Associative and numeric keys must not be mixed at one level.","Khóa Kết hợp và dạng số không được phép kết hợp tại một cấp độ."
"dbModel read resource does not implement \Magento\Framework\DB\Adapter\AdapterInterface","dbModel đọc nguồn không thể thực thi \Magento\Framework\DB\Adapter\AdapterInterface"
"Cannot execute multiple queries","Không thể thực thi nhiều truy vấn"
"Select object must have correct ""FROM"" part","Lựa chọn đối tượng phải đúng ""FROM"" part"
"The columns for UPDATE statement are not defined","Các cột cho cập nhật câu lệnh không được xác định"
"Trigger %1 has not statements available","Kích hoạt %1 không có câu lệnh có sẵn"
"Trigger name is not defined","Tên khởi động không được xác định"
"Trigger name should be a string","Tên khởi động nên là một chuỗi ký tự"
"Trigger unsupported time type","Bộ khởi động không hỗ trợ cho loại thời gian"
"Trigger time is not defined","Thời gian khởi dộng không được xác định"
"Trigger unsupported event type","Bộ khởi động không được hỗ trợ cho loại sự kiện"
"Trigger event is not defined","Sự kiện khởi động không được xác định"
"Trigger table name should be a string","Bảng tên khởi động nên là một chuỗi ký tự"
"Trigger table name is not defined","Bảng tên khởi động không được xác định"
"Trigger statement should be a string","Câu lệnh khởi động nên là một chuỗi ký tự"
"%1 doesn't implement \Magento\Framework\DB\MapperInterface","%1 không được thực thi \Magento\Framework\DB\MapperInterface"
"%1 doesn't implement \Magento\Framework\DB\QueryInterface","%1 không được thực thi \Magento\Framework\DB\QueryInterface"
"db object does not implement \Magento\Framework\DB\Adapter\AdapterInterface","đối tượng db không được thực thi \Magento\Framework\DB\Adapter\AdapterInterface"
"db object is not set in config","đối tượng db không được thiết lập trong cấu hình"
"Empty array of node information","Mảng rỗng của nút thông tin"
"Empty keys array","Mảng chìa khóa rỗng"
"Missed Mapper Interface for Criteria Interface: %1","Thiếu giao diện bản đồ cho Giao diện tiêu chuẩn: %1"
"Filter already exists in Criteria object: %1","Bộ lọc đã tồn tại trong đối tượng tiêu chuẩn: %1"
"Not implemented","Không được thực thi"
"Delete Image","Xóa hình ảnh"
"%1 doesn't extend \Magento\Framework\Data\Form","%1 không mở rộng \Magento\Framework\Data\Form"
"%1 should be an iterator","%1 nên là một biến lặp"
"Element ID must not be numeric: '%1'.","Phần tử ID phải là dạng số: '%1'."
"Invalid format of group '%1': %2","Định dạng của nhóm không đúng '%1': %2"
"Broken parent-child relation: the '%1' is not in the nested set of '%2'.","Mối quan hệ thư mục mẹ-thư mục con bị phá vỡ: '%1' không được đặt vào thiết lập của '%2'."
"Invalid format of children: %1","Định dạng của sản phẩm không đúng: %1"
"Broken parent-child relation: the '%1' is supposed to have '%2' as parent.","Mối quan hệ thư mục mẹ-thư mục con bị phá vỡ: '%1' bị giả sử có '%2' như là thư mục mẹ."
"Element with ID '%1' already exists.","Phần tử với ID '%1' đã tồn tại."
"Element with ID '%1' is already defined.","Phần tử với ID '%1' đã được xác định."
"The '%1' cannot be set as child to itself.","'%1' không thể tự thiết lập như là thư mục con."
"The '%1' is a parent of '%2' recursively, therefore '%3' cannot be set as child to it.","'%1' là thư mục mẹ của '%2' một cách đệ quy, bởi vậy '%3' không được thiệt lập như là một thư mục con đến nó."
"The '%1' is not a child of '%2'.","'%1' là một thư mục con của '%2'."
"The element '%1' already has a parent: '%2'","Phần tử '%1' đã là một thư mục mẹ: '%2'"
"The element '%1' already a child of '%2'","Phần tử '%1' đã là một thư mục con của '%2'"
"The element '%1' already has a child with alias '%2'","Phần tử '%1' đã có một thư mục con với bí danh '%2'"
"An array expected: %1","Một mảng được kỳ vọng: %1"
"Invalid method %1::%2(%3)","Sai công cụ %1::%2(%3)"
"Object already exists in registry (%1). Old object class: %2, new object class: %3","Đối tượng đã tồn tại trong đăng ký (%1). Lớp đối tượng cũ: %2, Lớp đối tượng mới: %3"
"The reference already exists: %1. New index: %2, old index: %3","Mục tham khảo đã tồn tại: %1. Chỉ mục mới: %2, chỉ mục cũ: %3"
"Key must not exceed %1 bytes.","Khóa phải vượt quá %1 bytes."
"Init vector must be a string of %1 bytes.","Init vector phải là 1 chuỗi ký tự của %1 bytes."
"Not supported cipher version","Không hỗ trợ phiên bản cipher"
"The encryption key format is invalid.","Sự định dạng mật mã hóa của khóa không đúng."
"No such entity.","Không có thực thể."
"The path ""%1"" is not writable","Đường dẫn ""%1"" không được ghi lại"
"The ""%1"" file doesn't exist or not a file","Tệp ""%1"" không tồn tại hoặc không phải là tệp"
"Unknown directory type: '%1'","Không rõ loại thư mục: '%1'"
"Error occurred during execution %1","Lỗi xảy ra trong khi thực thi %1"
"Cannot gather stats! %1","Không thể thu thập được mo tĩnh điện! %1"
"Cannot read contents from file ""%1"" %2","Không thể đọc được nội dụng từ tệp ""%1"" %2"
"Directory ""%1"" cannot be created %2","Thư mục ""%1"" không thể được tạo %2"
"The ""%1"" path cannot be renamed into ""%2"" %3","Đường dẫn ""%1"" không thể đổi tên thành ""%2"" %3"
"The file or directory ""%1"" cannot be copied to ""%2"" %3","Tệp và thư mục ""%1"" không thể sao chép đến ""%2"" %3"
"Cannot create a symlink for ""%1"" and place it to ""%2"" %3","Không thể tạo liên kết mềm cho ""%1"" và thay thế nó đến ""%2"" %3"
"The file ""%1"" cannot be deleted %2","Tệp ""%1"" không thể xóa %2"
"The directory ""%1"" cannot be deleted %2","Thư mục ""%1"" không thể xóa được %2"
"Cannot change permissions for path ""%1"" %2","Không thể thay đổi quyền cho đường dẫn ""%1"" %2"
"The file or directory ""%1"" cannot be touched %2","Tệp or thư mục ""%1"" không thể chạm %2"
"The specified ""%1"" file could not be written %2","Tệp xác định ""%1"" không thể viết %2"
"File ""%1"" cannot be opened %2","Tệp ""%1"" không thể mở %2"
"File cannot be read %1","Tệp không thể đọc %1"
"Wrong CSV handle %1","Sai CSV điều khiển %1"
"Error occurred during execution of fileSeek %1","Lỗi xảy ra trong khi thực thi của fileSeek %1"
"Error occurred during execution of fileClose %1","Lỗi xảy ra trong khi thực thi của fileClose %1"
"Error occurred during execution of fileWrite %1","Lỗi xảy ra trong khi thực thi của fileWrite %1"
"Error occurred during execution of filePutCsv %1","Lỗi xảy ra trong khi thực thi của filePutCsv %1"
"Error occurred during execution of fileFlush %1","Lỗi xảy ra trong khi thực thi của fileFlush %1"
"Error occurred during execution of fileLock %1","Lỗi xảy ra trong khi thực thi của fileLock %1"
"Error occurred during execution of fileUnlock %1","Lỗi xảy ra trong khi thực thi của fileUnlock %1"
"Please correct the download URL.","Vui lòng điền đúng URL tải về."
"Something went wrong while connecting to the host. Error#%1 - %2.","Có vấn đề đã đi sai trong khi kết nối với máy chủ. Error#%1 - %2."
"The file ""%1"" doesn't exist","Tệp ""%1"" không tồn tại"
"The file ""%1"" already exists","Tệp ""%1"" đã tồn tại"
"Cannot write to the ""%1"" file. %2","Không thể viết lên ""%1"" file. %2"
"Cannot flush the ""%1"" file. %2","Không thể xóa ""%1"" file. %2"
"Empty host specified","Xác định máy chủ rỗng"
"Could not establish FTP connection, invalid host or port","Không thể thiết lập kết nối FTP connection, máy chủ hoặc cổng không đúng"
"Invalid user name or password","Tên người dùng và mật khẩu không đúng"
"Invalid path","Đường dẫn không đúng"
"Invalid file transfer mode","Chế độ chuyển tệp không đúng"
"Please define flag code.","Hãy xác định mã flag."
"Unable to write file into directory product/cache. Access forbidden.","Không thể viết tệp sang thư mục sản phẩm/bộ đệm. Truy cập không cho phép."
"Indexer public name","Tên kiểu chỉ mục công bố "
"Indexer public description","Mô tả kiểu chỉ mục công bố"
"Incorrect interface in %1. There is no method [ %2 ] in %3 interface","Sai giao diện trong %1. Không có công cụ[ %2 ] trong %3 giao diện"
"Invalid [%1] $%2 type in %3::%4. It must be compatible with %5","Sai loại [%1] $%2 trong %3::%4. Nó phải thích ứng với %5"
"Invalid [%1] $%2 type in %3::%4. It must be compatible with \Closure","Sai loại [%1] $%2 trong %3::%4. Nó phải thích ứng với \Closure"
"Invalid method signature. Detected extra parameters in %1::%2","Phương pháp chữ ký không đúng. Phát hiện thêm thông số trong %1::%2"
"Invalid method signature. Invalid method parameters count in %1::%2","Phương pháp chữ ký không đúng. Phương pháp đếm thông số không đúng trong %1::%2"
"Incompatible parameter type [%1 $%2] in %3::%4. It must be compatible with %5","Loại thông số không tương thích [%1 $%2] trong %3::%4. Nó phải tương thích với %5"
"Please make sure you have 'openssl' extension installed","Bạn vui lòng chắc chắn đã cài đặt tiện ích 'openssl'"
"some text","một số văn bản"
"The resource isn't set.","Nguồn lực chưa được thiết lập."
"Model collection resource name is not defined.","Tên của tập hợp nguồn lực mẫu không được xác định."
"Delete operation is forbidden for current area","Xóa quá trình hoạt động bị cấm cho vùng hiện tại"
"Empty identifier field name","Tên trường nhận diện rỗng"
"Empty main table name","Tên bảng chính rỗng"
"%1 already exists.","%1 đã tồn tại."
"%1 already exist.","%1 đã tồn tại."
"Invalid connection","Kết nối không đúng"
"Invalid query","Truy vấn không đúng"
"Invalid Document: %1%2 Error: %3","Tài liệu không đúng: %1%2 Error: %3"
"Please upgrade your database: Run ""bin/magento setup:upgrade"" from the Magento root directory. %1The following modules are outdated:%2%3","Vui lòng nâng cấp dữ liệu của bạn: Chạy ""bin/magento setup:upgrade"" từ thư mục Magento gốc. %1Các mô-đun trước bị lỗi thời:%2%3"
"Signature method %1 is not supported","Phương pháp chữ ký %1 không được hỗ trợ"
"Invalid signature","Chữ ký không đúng"
"OAuth version %1 is not supported","OAuth version %1 không được hỗ trợ"
"Token is not the correct length","Token không đúng độ dài"
"msg","msg"
"Message with period.","Thời gian tin nhắn."
"%1 was not found in algorithms","%1 không tìm thấy trong thuật toán"
"%1 doesn't extends \Magento\Framework\Search\Dynamic\Algorithm\AlgorithmInterface","%1 không kéo dài \Magento\Framework\Search\Dynamic\Algorithm\AlgorithmInterface"
"Cycle found. Query %1 already used in request hierarchy","Chu kỳ đã được tìm thấy. Truy vấn %1 đã được sử dụng trong yêu cầu phân cấp"
"Cycle found. Filter %1 already used in request hierarchy","Chu kỳ đã được tìm thấy. Bộ lọc %1 đã được sử dụng trong yêu cầu phân cấp"
"Invalid bucket type","Loại danh sách không đúng"
"Write DB connection is not available","Viết kết nối DB không tồn tại"
"DB storage table does not exist","Bảng bộ nhớ DB không tồn tại"
"Area code not set: Area code must be set before starting a session.","Vùng mã không được thiết lập: Vùng mã phải được thiết lập trước khi khởi động một phiên giao dịch."
"Invalid session %1 value.","Giá trị phiên giao dịch %1 không đúng."
"Invalid rollback file.","Tệp phục hồi không đúng."
"The rollback file does not exist.","Tệp phục hồi không tồn tại."
"exec function is disabled.","chức năng exec bị vô hiệu hóa."
"Command returned non-zero exit code:`%1`","Lệnh trở lại mã thoát khác không:`%1`"
"Unable to delete the cookie with cookieName = %name","Không thể xóa cookie với cookieName = %name"
"Unable to send the cookie with cookieName = %name","Không thể gửi cookie với cookieName = %name"
"Cookie name cannot be empty and cannot contain these characters: =,; \t\r\n\013\014","Tên cookie không thể bị rỗng và không thể chứa các ký tự: =,; \t\r\n\013\014"
"Unable to send the cookie. Maximum number of cookies would be exceeded.","Không thể gửi cookie. Có thể vượt quá số cookies nhiều nhất."
"Unable to send the cookie. Size of '%name' is %size bytes.","Không thể gửi cookie. Kích thước của '%name' là %size bytes."
"Format type is invalid","Loại định dạng không đúng"
"Transition year is out of system date range.","Năm chuyển tiếp ra khỏi phạm vi ngày của hệ thống."
"Transition year is out of specified date range.","Năm chuyển tiếp ra khỏi phạm vi ngày được xác định."
"Invalid scope object","Phạm vi đối tượng không đúng"
"Invalid URL '%value%'.","URL '%value%' không đúng."
"Read-only property cannot be changed.","Quyền chỉ đọc không thể thay đổi."
"Scope separator ""::"" cannot be used without scope identifier.","Tách phạm vi ""::"" không thể dùng nếu không có nhận diện phạm vi."
"Invalid Block class name: %1","Tên lớp thông tin không đúng: %1"
"Invalid Data Source class name: %1","Tên lớp nguồn dữ liệu không đúng: %1"
"Invalid type of theme domain model ""%1""","Loại miền chủ đề mẫu không đúng ""%1"""
"Uploaded image is not valid","Ảnh tải lên không đúng"
"Invalid image file type.","Loại tệp ảnh không đúng."
"Image can not be saved.","Ảnh không thể lưu."
"-- No Theme --","-- Không Chủ Đề --"
"Field title can't be empty","Mục tiêu đề không thể rỗng"
"Theme type can't be empty","Loại chủ đề không thể rỗng"
"Theme type is invalid","Loại chủ đề không đúng"
"Layout must be initialized","Bản thiết kế phản được khởi tạo"
"Block %1 throws exception and cannot be rendered.","Khối %1 ra khỏi ngoại lệ và không được trả lại."
"Select Date","Chọn ngày"
"Redirecting...","Đang gửi lại"...
"Click <a href=""%1"">here</a> if nothing has happened","Chọn <a href=""%1"">here</a> nếu không có vấn đề gì xảy ra"
"Error format ""' . . '"" contains unsupported placeholders.","Lỗi định dạng ""' . . '"" chứa các phần giữ chỗ không được hỗ trợ."
"Object DOMDocument should be created.","Đối tượng DOMDocument nên được tạo."
"The requested component (""' . . '"") is not found. ' . 'Before using, you must add the implementation.","Thành phần yêu cầu (""' . . '"") không được tìm thấy . ' . 'Trước khi sử dụng, bạn phải thêm hệ thống xử lý."
"You use an empty set.","Bạn sử dụng thiết lập rỗng."
"Trying to override modular view file '%1' for theme '%2', which is not ancestor of theme '%3'","Cố ghi đè tệp mô-đun hiển thị '%1' cho theme '%2', mà không phải theme sơ khai '%3'"
"Invalid block type","Loại block không đúng"
"Invalid block type: %1","Loại block không đúng: %1"
"Html tag ""%1"" is forbidden for usage in containers. Consider to use one of the allowed: %2.","Html tag ""%1"" bị cấm sủ dụng trong thùng hàng. Cân nhắc để sử dụng một trong những html tag được cho phép: %2."
"HTML ID or class will not have effect, if HTML tag is not specified.","HTML ID hoặc class sẽ không có kết quả nếu HTML tag không được định dạng."
"label","label"
"Element name and destination must be specified.","Tên yếu tố và điểm đến phải được xác định."
"Invalid layout update handle","Cập nhật xử lý bố cục không đúng"
"Theme layout update file '%1' must not declare page types.","Cập nhật tệp theme layout '%1' không được khai báo loại trang."
"Unable to find a physical ancestor for a theme '%1'.","Không thể tìm vật lý sơ khai cho theme '%1'."
"Helper arguments should not be used in custom layout updates.","Đối số trợ giúp nên được dùng trong cập nhật tùy chỉnh thiết kế."
"Updater model should not be used in custom layout updates.","Cập nhật mẫu nên dùng trong cập nhật tùy chỉnh thiết kế."
"Please correct the XML data and try again. %value%","Vui lòng chỉnh đúng dữ liệu XML và thử lại. %value%"
"%1 isn't allowed","%1 không được cho phép"
"-- Please Select --","-- Vui lòng chọn --"
"This class must implement the ""CompilerInterface""","Loại này phải thực thi ""CompilerInterface"""
"This class must implement the ""ResultInterface""","Loại này phải thực thi ""ResultInterface"""
"This class must inherit from a class ""Template""","Loại này phải thừa kế từ loại ""Template"""
"test","test"
"my message","my message"
"Internal Error. Details are available in Magento log file. Report ID: %1","Lỗi bên trong. Chi tiết có sẵn trong Magento log file. Report ID: %1"
"Server internal error. See details in report api/%1","Lỗi server bên trong. Xem chi tiết trong báo cáo api/%1"
"Incorrect format of request URI or Requested services are missing.","Định dạng của URI yêu cầu không đúng hoặc xác nhận dịch vụ bị thiếu."
"Content-Type header is empty.","Content-Type header bị rỗng."
"Content-Type header is invalid.","Content-Type header không đúng."
"UTF-8 is the only supported charset.","UTF-8 là charset duy nhất được hỗ trợ."
"Request method is invalid.","Phương thức yêu cầu không đúng."
"Decoding error.","Đang giải mã lỗi."
"Decoding error: %1%2%3%4","Đang giải mã lỗi: %1%2%3%4"
"Decoding Error: %1","Đang giải mã lỗi: %1"
"Server cannot understand Content-Type HTTP header media type %1","Server không thể hiểu loại phương tiện Content-Type HTTP header %1"
"Server cannot match any of the given Accept HTTP header media type(s) from the request: ""%1"" with media types from the config of response renderer.","Server không thể phù hợp với bất kỳ Accept HTTP header media type(s) cho trước từ yêu cầu: ""%1"" với loại phương tiện từ cấu hình của phản ứng trả lại."
"Exception message.","Tin nhắn loại trừ."
"Message.","Message."
"Message","Message"
"Resource with ID ""%1"" not found.","Nguồn cùng ID ""%1"" không được tìm thấy."
"Generic service exception %1","Dịch vụ loại trừ chung %1"
"Consumer is not authorized to access %1","Khách hàng không được ủy quyền truy cập %1"
"Service not found","Không tìm thấy dịch vụ"
"Fixture base directory '%1' does not exist.","Thư mục cơ sở cố định '%1' không tồn tại."
"Directory separator \"\\\" is prohibited in fixture declaration.","Dấu ngăn cách thư mực \"\\\" bị cấm trong công bố cố định."
"Drop-down","Drop-down"
"Select","Select"
"Invalid ""@magentoAppArea"" annotation, can be ""%1"" only.","Lời giải thích ""@magentoAppArea"" không đúng, chỉ có thể là ""%1""."
"Invalid ""@magentoAppIsolation"" annotation, can be ""enabled"" or ""disabled"" only.","Lời giải thích ""@magentoAppIsolation"" không đúng, chỉ có thể là """cho phép"" hoặc ""vô hiệu hóa""."
"Invalid ""@magentoDbIsolation"" annotation, can be ""enabled"" or ""disabled"" only.","Lời giải thích ""@magentoDbIsolation"" không đúng, chỉ có thể là ""cho phép"" hoặc ""vô hiệu hóa""."
"'%1' is not a directory.","'%1' không phải là một thư mục."
"Setting '%1' specifies the non-existing file '%2'.","Thiết lập '%1' chỉ rõ tệp không tồn tại '%2'."
"Sequence with this metadata already exists","Sự nối tiếp cùng với metadata này đã tồn tại"
"Instance of the ""Magento\TestFramework\EventManager"" is expected.","Trường hợp của ""Magento\TestFramework\EventManager"" được kỳ vọng."
"Instance of the event manager is required.","Trường hợp của giám đốc sự kiện được yêu cầu."
"Helper instance cannot be redefined.","Trường hợp hỗ trợ khong thể được định nghĩa lại."
"Helper instance is not defined yet.","Trường hợp hỗ trợ không được định nghĩa."
"'%1' is not readable file.","'%1' không thể đọc đc tệp."
"Setting 'non_existing' specifies the non-existing file ''.","Thiết lập 'non_existing' chỉ rõ tệp không tồn tại ''."
"Setting 'item_label' specifies the non-existing file '%1Item Label.dist'.","Thiết lập 'item_label' chỉ rõ tệp không tồn tại '%1Item Label.dist'."
"Synthetic model update failure.","Mẫu tổng hợp cập nhật thất bại."
"command not found","command không được tìm thấy"
"Incorrect CAPTCHA.","CAPTCHA không đúng."
"All valid rates have been saved.","Tất cả tỉ lệ giá trị đã được lưu lại."
"Please correct the input data for %1 => %2 rate","Vui lòng điền đúng dữ liệu đầu vào cho tỉ lệ %1 => %2"
"The customer does not have default billing address.","Khách hàng không có địa chỉ thanh toán mặc định."
"Customer View","Thông tin tài khoản"
"If there is an account associated with %1 you will receive an email with a link to reset your password.","Nếu có một tài khoản kết hợp với %1 bạn sẽ nhận được email với link để đặt lại mật khẩu của bạn."
"Fixture String","Chuối ký tự cố định"
"Message with ""%1"" and ""%2""","Tin nhắn với ""%1"" và ""%2"""
"Init action problem.","Khởi tạo thao tác vấn đề."
"Construction problem.","Xây dựng vấn đề."
"Prepare layout problem.","Prepare layout problem."
"Customer My Account (All Pages)","Tài khoản khách hàng của tôi (Tất cả các trang)"
"All Empty Layout Pages","Tất các trang thiết kế rỗng"
"entity_label_1","entity_label_1"
"entity_label_2","entity_label_2"
"Catalog Search","Catalog Search"
"Rebuild Catalog product fulltext search index","Đặt lại chỉ mục tìm kiếm đầy đủ sản phẩm trong danh mục"
"Consumer Key","Consumer Key"
"Consumer Secret","Consumer Secret"
"Access Token","Access Token"
"Access Token Secret","Truy cập bí mật Token"
"Not you?","Not you?"
"Welcome, %1!","Welcome, %1!"
"<a href=""%1"" onclick=""this.target='blank'"">%2 %3</a> <a href=""mailto:%4"">(%4)</a>","<a href=""%1"" onclick=""this.target='blank'"">%2 %3</a> <a href=""mailto:%4"">(%4)</a>"
"All Reviews of Customer `%1`","Tất cả phê bình của khách hàng`%1`"
"simple text","simple text"
"simple text with 1 string literal placeholder %1","văn bản đơn giản với 1 chuỗi ký tự mặc định nguyên văn %1"
"simple text with 1 variable placeholder %1","văn bản đơn giản với một mặc định có sẵn %1"
"simple text with multiple placeholders %1 %2","văn bản đơn giản với nhiều mặc định %1 %2"
"first part second part","phần thứ nhất phần thứ hai"
"first part second part third part","phần thứ nhất phần thứ hai phần thứ ba"
"first part second part with one string literal placeholder %1","phần thứ nhất phần thứ hai với một chuỗi ký tự nguyên văn mặc định %1"
"first part of concat second part with one variable placeholder %1","phần thứ nhất của phần ràng buộc thứ hai cùng với một mặc định có sẵn %1"
"first part of concat second part with two placeholders %1, %2","phần thứ nhất của phần ràng buộc thứ hai cùng với hai phần mặc định %1, %2"
"first part of concat second part third part with one placeholder %1","phần thứ nhất của phần ràng buộc thứ hai thứ ba cùng với một phần mặc định %1"
"first part of concat second part third part with two placeholders %1, %2","phần thứ nhất của phần ràng buộc thứ hai thứ ba cùng với hai phần mặc định %1, %2"
"string with escaped 'single quotes'","chuỗi ký tự với 'gợi ý đơn' bị mất"
"string with placeholder in escaped single quotes '%1'","chuỗi ký tự với phần mặc định trong gợi ý đơn bị mất '%1'"
"string with ""double quotes""","chuỗi ký tự với ""gợi ý đôi"""
"string with placeholder in double quotes ""%1""","chuỗi ký tự với phần mặc định trong gợi ý đôi ""%1"""
"string with 'single quotes'","chuỗi ký tự với 'gợi ý đơn'"
"string with placeholder in single quotes '%1'","chuỗi ký tự với mặc định trong gợi ý đơn '%1'"
"string with escaped ""double quotes""","chuỗi ký tự với ""gợi ý đôi"" bị mất"
"string with placeholder in escaped double quotes ""%1""","chuỗi ký tự với phần mặc định trong gợi ý đôi bị mất ""%1"""
"Helper","Giúp đỡ"
"Model","Mô hình"
"Module template","Module template"
"Theme template","Theme template"
"Model unused","Mô hình không dùng đến"
"Theme template unused","Theme template không dùng đến"
"None","None"
"Unlocked %1 user(s).","Mở khóa %1 một hoặc nhiều người dùng."
bla,bla
"Invalid secure URL.","URL bảo mật không đúng."
"Invalid path: %1","Đường dẫn không đúng: %1"
"phrase","phrase"
"Exception","Exception"
"message","message"
"Not Valid!","Không đúng!"
"Read Details","Đọc chi tiết"
"Mark as Read","Đánh đấu đã đọc"
"Are you sure?","Bạn có chắc chắn?"
"Remove","Remove"
"Messages Inbox","Hộp thư"
"You have %1 new system messages","Bạn có %1 hệ thống thư mới"
"You have %1 new system message","Bạn có %1 hệ thống thư mới"
"Incoming Message","Thư đến"
"close","close"
"Notifications","Notifications"
"The message has been marked as Read.","Thư được đánh dấu đã đọc."
"We couldn\'t mark the notification as Read because of an error.","Chúng tôi không thể đánh dấu thông báo đã đọc bởi vì có lỗi xảy ra."
"Please select messages.","Vui lòng chọn thư."
"A total of %1 record(s) have been marked as Read.","A total of %1 record(s) have been marked as Read."
"Total of %1 record(s) have been removed.","Tất cả biên bản %1 đã được xóa."
"We couldn\'t remove the messages because of an error.","Chúng tôi không thể xóa tin nhắn bởi vì đã xảy ra lỗi."
"The message has been removed.","Thư đã được xóa."
"1 Hour","1 Hour"
"2 Hours","2 Hours"
"6 Hours","6 Hours"
"12 Hours","12 Hours"
"24 Hours","24 Hours"
"critical","critical"
"major","major"
"minor","minor"
"notice","notice"
"Wrong message type","Sai loại tin nhắn"
"Wrong notification ID specified.","Sai thông báo ID."
